collection.string,collectioncode.gbif,institutioncode.gbif,index.herbariorum.or.working.code,organization,col.OBS
DEQw_DEQw,DEQw,DEQw,DEQw,Instituto Ecuatoriano de Ciencias Naturales,xylarium|not in IH
DERM_DERM,DERM,DERM,DERM,Intermountain Experiment Station,NA
DES_DBG,DES,DBG,DES,Desert Botanical Garden,NA
NA_DES,NA,DES,DES,Desert Botanical Garden,NA
DES_DES,DES,DES,DES,Desert Botanical Garden,NA
DEV_DEV,DEV,DEV,DEV,St. Joseph's College,NA
DEVA_DEVA,DEVA,DEVA,DEVA,"Death Valley National Park, U.S. Department of the Interior, National Park Service",NA
DEWV_DEWV,DEWV,DEWV,DEWV,Davis and Elkins College,NA
DFB_DFB,DFB,DFB,DFB,Daniel Brunton Private Herbarium,NA
DFD_DFD,DFD,DFD,DFD,Dartford Borough Museum,NA
DFEC_DFEC,DFEC,DFEC,DFEC,Desert Forestry Experimental Centre,NA
DFGFI_DFGFI,DFGFI,DFGFI,DFGFI,Dian Fossey Gorilla Fund International,NA
DFS_DFS,DFS,DFS,DFS,Dumfries and Galloway Natural History and Antiquarian Society,NA
DFSM_DFSM,DFSM,DFSM,DFSM,Dumfries Museum,NA
DGMBJ_DGMBJ,DGMBJ,DGMBJ,DGMBJ,"Dnyaneshwar Gramonnati Mandal's  Hon. Balasaheb Jadhav Arts, Commerce and Science College",NA
DGMBJH_DGMBJH,DGMBJH,DGMBJH,DGMBJH,Hon. Balasaheb Jadhav college Ale,NA
DGN_DGN,DGN,DGN,DGN,Darlington Museum,NA
DGS_DGS,DGS,DGS,DGS,The Manx Museum,NA
DGU_DGU,DGU,DGU,DGU,Daegu University,NA
DH_DH,DH,DH,DH,Hobart and William Smith Colleges,NA
DHBH_DHBH,DHBH,DHBH,DHBH,"Sarajevo University, Faculty of Science",NA
DHL_DHL,DHL,DHL,DHL,University of Louisville,NA
DHM_DHM,DHM,DHM,DHM,University of Durham,NA
DHNS_DHNS,DHNS,DHNS,DHNS,Dunbartonshire Natural History Society,NA
DI_DI,DI,DI,DI,Université de Bourgogne,NA
DIA_DIA,DIA,DIA,DIA,Museu do Dundo,NA
DIAM_DIAM,DIAM,DIAM,DIAM,Universidade Federal dos Vales do Jequitinhonha e Mucuri,NA
DIAM_UFVJM,DIAM,UFVJM,DIAM,Universidade Federal dos Vales do Jequitinhonha e Mucuri,NA
Digital Florula - Palo Verde Biological Station_OTS,Digital Florula - Palo Verde Biological Station,OTS,Digital Florula - Palo Verde Biological Station,NA,not in IH
DIN_DIN,DIN,DIN,DIN,Muséum National d'Histoire Naturelle,NA
DINH_DINH,DINH,DINH,DINH,Delta Institute of Natural History,NA
DINO_DINO,DINO,DINO,DINO,"Dinosaur National Monument, National Park Service",NA
DINO_NPS,DINO,NPS,DINO,"Dinosaur National Monument, National Park Service",NA
DISKO_DISKO,DISKO,DISKO,DISKO,Danish Arctic Station,NA
DKG_DKG,DKG,DKG,DKG,Juniper Hall Field Centre,NA
DLF_DLF,DLF,DLF,DLF,Stetson University,NA
DLSUH_DLSUH,DLSUH,DLSUH,DLSUH,De La Salle University,NA
DLU_DLU,DLU,DLU,DLU,Da Lat University,NA
DLY_DLY,DLY,DLY,DLY,Dudley and Midland Geological and Scientific Society and Field Club,NA
DMCyP_CUCEI-UDG,DMCyP,CUCEI-UDG,DMCyP,NA,not in IH
DMCyP_DMCyP,DMCyP,DMCyP,DMCyP,NA,not in IH
DMFS_DMFS,DMFS,DMFS,DMFS,Crichton Royal Institution Museum,NA
DMH_DMH,DMH,DMH,DMH,D.M. College of Science,NA
DMHN_DMHN,DMHN,DMHN,DMHN,The University of Newcastle,NA
DMNH_DMNH,DMNH,DMNH,DMNH,Dayton Museum of Natural History,NA
DMNS_DMNS,DMNS,DMNS,DMNS,Denver Museum of Nature and Science,NA
DMP_DMP,DMP,DMP,DMP,"REGIONAL AYURVEDA RESEARCH CENTRE (RARC), DIMAPUR, NAGALAND",NA
DMSC_DMSC,DMSC,DMSC,DMSC,Medicinal Plants Research Institute,NA
DMTH_DMTH,DMTH,DMTH,DMTH,Britannia Royal Naval College,NA
DMU_DMU,DMU,DMU,DMU,Mithila University,NA
DNA_DNA,DNA,DNA,DNA,Department of Environment and Natural Resources,NA
NT_DNA,NT,DNA,DNA,Department of Environment and Natural Resources,NA
DNAP_DNAP,DNAP,DNAP,DNAP,Department of Primary Industry and Resources,NA
DNHM_DNHM,DNHM,DNHM,DNHM,Dalian Museum of Natural History,NA
DNS_DNS,DNS,DNS,DNS,Dundee Naturalists' Society,NA
DNZ_DNZ,DNZ,DNZ,DNZ,Donetsk Botanical Garden,NA
DO_DO,DO,DO,DO,Société d'Agriculture Sciences et Arts,NA
DOH_DOH,DOH,DOH,DOH,Dohne Research Institution,NA
DOMO_DOMO,DOMO,DOMO,DOMO,Collegio Mellerio Rosmini,NA
DOR_DOR,DOR,DOR,DOR,Dorset County Museum,NA
DORT_DORT,DORT,DORT,DORT,"Botanischer Garten Rombergpark, Stadt Dortmund",NA
DOV_DOV,DOV,DOV,DOV,Delaware State University,NA
DP_DP,DP,DP,DP,Daniel PELLÉ Herbarium,NA
DP_O,DP,O,DP,Daniel PELLÉ Herbarium,NA
DPU_DPU,DPU,DPU,DPU,DePauw University,NA
DPUH_DPUH,DPUH,DPUH,DPUH,University of Duhok,NA
DQTC_DQTC,DQTC,DQTC,DQTC,Daqing Teachers College,NA
DR_DR,DR,DR,DR,Technische Universität Dresden,NA
Herbarium Dresdense_DR,Herbarium Dresdense,DR,DR,Technische Universität Dresden,NA
DREw_DREw,DREw,DREw,DREw,NA,xylarium|not in IH
DRK_DRK,DRK,DRK,DRK,Drake University,NA
DRURY_DRURY,DRURY,DRURY,DRURY,Drury University,NA
California Academy of Sciences_DS,California Academy of Sciences,DS,DS,California Academy of Sciences,NA
DS_DS,DS,DS,DS,California Academy of Sciences,NA
DSAH_DSAH,DSAH,DSAH,DSAH,"St. Teresa’s College (Autonomous), Ernakulam, Kerala, India.",NA
DSC_DSC,DSC,DSC,DSC,Delta State University,NA
DSCGA_DSCGA,DSCGA,DSCGA,DSCGA,Dalton State College,NA
DSM_DSM,DSM,DSM,DSM,University of Dar es Salaam,NA
DSRC_DSRC,DSRC,DSRC,DSRC,Mohonk Preserve,NA
DSRC_Mohonk Preserve,DSRC,Mohonk Preserve,DSRC,Mohonk Preserve,NA
DSU_DSU,DSU,DSU,DSU,Oles Honchar Dniprovsky National University,NA
DSUM_DSUM,DSUM,DSUM,DSUM,Dakota State University,NA
DSY_DSY,DSY,DSY,DSY,Dewsbury Museum,NA
DTE_DTE,DTE,DTE,DTE,Centro de Investigaciones Científicas y Transferencia de Tecnología a la Producción (CICyTTP-CONICET),NA
DTN_DTN,DTN,DTN,DTN,Darlington and Teesdale Naturalists' Field Club,NA
DU_DU,DU,DU,DU,Damghan University,NA
DUB_DUB,DUB,DUB,DUB,National Botanic Gardens,NA
DUBN_DUBN,DUBN,DUBN,DUBN,Dublin Naturalists' Field Club,NA
DUE_DUE,DUE,DUE,DUE,University of Dundee,NA
DUF_DUF,DUF,DUF,DUF,University of Dicle,NA
DUGAND_DUGAND,DUGAND,DUGAND,DUGAND,Universidad del Atlántico,NA
DUH_DUH,DUH,DUH,DUH,University of Delhi,NA
DUIS_DUIS,DUIS,DUIS,DUIS,Universität Duisburg,NA
DUKE_DU,DUKE,DU,DUKE,Duke University,NA
HERB_DUKE,HERB,DUKE,DUKE,Duke University,NA
DUKE_DUKE,DUKE,DUKE,DUKE,Duke University,NA
DUL_DUL,DUL,DUL,DUL,University of Minnesota Duluth,NA
DUOF_DUOF,DUOF,DUOF,DUOF,Düzce University,NA
DUP_DUP,DUP,DUP,DUP,Dumlupinar University,NA
DUR_DUR,DUR,DUR,DUR,Southeastern Oklahoma State University,NA
DUSS_DUSS,DUSS,DUSS,DUSS,Universität Düsseldorf,NA
DUTHIE_DUTHIE,DUTHIE,DUTHIE,DUTHIE,University of Allahabad,NA
DVM_DVM,DVM,DVM,DVM,Diablo Valley College,NA
DVPR_DVPR,DVPR,DVPR,DVPR,Universidade Tecnológica Federal do Paraná,NA
DVPR_UTFPR,DVPR,UTFPR,DVPR,Universidade Tecnológica Federal do Paraná,NA
DVR_DVR,DVR,DVR,DVR,Dover Corporation Museum,NA
Dw_Dw,Dw,Dw,Dw,Naturalis Biodiversity Center,xylarium|not in IH
DWC_DWC,DWC,DWC,DWC,West Chester University,NA
DWN_DWN,DWN,DWN,DWN,Darwen Library,NA
DWP_DWP,DWP,DWP,DWP,Disney Wilderness Preserve/The Nature Conservancy,NA
DWU_DWU,DWU,DWU,DWU,Dakota Wesleyan University,NA
DZS_DZS,DZS,DZS,DZS,Devizes Museum,NA
E_E,E,E,E,Royal Botanic Garden Edinburgh,NA
General herbarium_E,General herbarium,E,E,Royal Botanic Garden Edinburgh,NA
HERB_E,HERB,E,E,Royal Botanic Garden Edinburgh,NA
Royal Botanic Garden_E,Royal Botanic Garden,E,E,Royal Botanic Garden Edinburgh,NA
Spirit Collection_K,Spirit Collection,K,E,Royal Botanic Garden Edinburgh,NA
E_RBGE,E,RBGE,E,Royal Botanic Garden Edinburgh,NA
EA_EA,EA,EA,EA,National Museums of Kenya,NA
EAA_EAA,EAA,EAA,EAA,Estonian University of Life Sciences,NA
EAC_EAC,EAC,EAC,EAC,Universidade Federal do Ceará,NA
HERB_EAC,HERB,EAC,EAC,Universidade Federal do Ceará,NA
Herbarium_EAC,Herbarium,EAC,EAC,Universidade Federal do Ceará,NA
EAC_UFC,EAC,UFC,EAC,Universidade Federal do Ceará,NA
EAC_Universidade Federal do Ceará,EAC,Universidade Federal do Ceará,EAC,Universidade Federal do Ceará,NA
"EAC_Universidade Federal do Ceará, UFC",EAC,"Universidade Federal do Ceará, UFC",EAC,Universidade Federal do Ceará,NA
EAC_Universidade Federal do CearÃ¡,EAC,Universidade Federal do CearÃ¡,EAC,Universidade Federal do Ceará,NA
EAD_EAD,EAD,EAD,EAD,Environment Agency- Abu Dhabi,NA
EAFM_EAFM,EAFM,EAFM,EAFM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA
EAFM_IFAM,EAFM,IFAM,EAFM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA
"EAFM_Instituto Federal de EducaÃ§Ã£o, CiÃªncia e Tecnologia",EAFM,"Instituto Federal de EducaÃ§Ã£o, CiÃªncia e Tecnologia",EAFM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA
"EAFM_Instituto Federal de Educação, Ciência e Tecnologia",EAFM,"Instituto Federal de Educação, Ciência e Tecnologia",EAFM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA
"EAFM_Instituto Federal de Educação, Ciência e Tecnologia (IFAM)",EAFM,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)",EAFM,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",NA
EALA_EALA,EALA,EALA,EALA,Jardin Botanique d'Eala,NA
NA_EAN,NA,EAN,EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
EAN_EAN,EAN,EAN,EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
EAN_UFPB,EAN,UFPB,EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
EAN_Universidade Federal da ParaÃ­ba,EAN,Universidade Federal da ParaÃ­ba,EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
EAN_Universidade Federal da Paraíba,EAN,Universidade Federal da Paraíba,EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
"EAN_Universidade Federal da Paraíba, UFPB",EAN,"Universidade Federal da Paraíba, UFPB",EAN,"Universidade Federal da Paraiba, Campus III - CCA",NA
EAP_EAP,EAP,EAP,EAP,Escuela Agrícola Panamericana,NA
EAR_EAR,EAR,EAR,EAR,Earlham College,NA
EAUH_EAUH,EAUH,EAUH,EAUH,East Africa University Qardho Campus,NA
EAZH_EAZH,EAZH,EAZH,EAZH,East Azarbaijan Agricultural and Natural Resources Research and Education Center,NA
EBA_EBA,EBA,EBA,EBA,Edinburgh Academy Field Centre,NA
EBCF00_EBCF00,EBCF00,EBCF00,EBCF00,Binghamton University,NA
EBCH_EBCH,EBCH,EBCH,EBCH,"Instituto de Biología, UNAM",NA
EBE_EBE,EBE,EBE,EBE,Eastbourne Museum,NA
EBF_EBF,EBF,EBF,EBF,Hubei Forestry Institute,NA
EBH_EBH,EBH,EBH,EBH,Botanical Society of Edinburgh,NA
EBI_EBI,EBI,EBI,EBI,"Ethiopian Biodiversity Institute, Bahir Dar Biodiversity Center",NA
EBL_EBL,EBL,EBL,EBL,Ecosystem Research and Development Bureau,NA
EBNHS_EBNHS,EBNHS,EBNHS,EBNHS,Edinburgh Natural History Society,NA
EBSUH_EBSUH,EBSUH,EBSUH,EBSUH,"Ebonyi State University, Abakaliki, Ebonyi State, Nigeria",NA
EBUM_EBUM,EBUM,EBUM,EBUM,Universidad Michoacana de San Nicolás de Hidalgo,NA
EBUM_FB-UMSNH,EBUM,FB-UMSNH,EBUM,Universidad Michoacana de San Nicolás de Hidalgo,NA
EBV_EBV,EBV,EBV,EBV,Laboratoire de Biologie Générale et de Botanique,NA
EBYU_EBYU,EBYU,EBYU,EBYU,Erzincan Binali Yildirim University (Erzincan Binali Yıldırım Üniversitesi),NA
ECH_ECH,ECH,ECH,ECH,Elmira College,NA
ECK_ECK,ECK,ECK,ECK,Buffalo State College,NA
ECM_ECM,ECM,ECM,ECM,Hubei College of Traditional Chinese Medicine,NA
ECO-SC-H_ECOSUR,ECO-SC-H,ECOSUR,ECO-SC-H,NA,CIQR?
ECO-TA-H_ECOSUR,ECO-TA-H,ECOSUR,ECO-TA-H,NA,CIQR?
VascularPlants_ECON,VascularPlants,ECON,ECON,Harvard University,NA
ECON_ECON,ECON,ECON,ECON,Harvard University,NA
ECON_Harvard University,ECON,Harvard University,ECON,Harvard University,NA
ECOT_ECOT,ECOT,ECOT,ECOT,EcoTarium d.b.a. Worcester Historical Museum,NA
ECSC_ECSC,ECSC,ECSC,ECSC,East Central University,NA
ECT_CPACT,ECT,CPACT,ECT,Embrapa,NA
ECT_ECT,ECT,ECT,ECT,Embrapa,NA
ECT_EMBRAPA,ECT,EMBRAPA,ECT,Embrapa,NA
ECT_Embrapa,ECT,Embrapa,ECT,Embrapa,NA
ECT_JBRJ,ECT,JBRJ,ECT,Embrapa,NA
ECU_ECU,ECU,ECU,ECU,Edith Cowan University,NA
ECUAMZ_ECUAMZ,ECUAMZ,ECUAMZ,ECUAMZ,Universidad Estatal Amazónica,NA
ECUH_ECUH,ECUH,ECUH,ECUH,East Carolina University,NA
ECw_ECw,ECw,ECw,ECw,Universidad Nacional,xylarium|not in IH
ECWP_ECWP,ECWP,ECWP,ECWP,Emirates Centre for Wildlife Propagation,NA
EDC_EDC,EDC,EDC,EDC,Hubei Institute for Drug Control,NA
EDH_EDH,EDH,EDH,EDH,Plinian Society,NA
CEDIMA_EGIM-UDG,CEDIMA,EGIM-UDG,EDIM-UDG,NA,not in IH
EDTU_EDTU,EDTU,EDTU,EDTU,Trakya Üniversitesi,NA
EFC_EFC,EFC,EFC,EFC,Escola de Florestas,NA
EFC_UFPR,EFC,UFPR,EFC,Escola de Florestas,NA
EFC_Universidade Federal do Paraná,EFC,Universidade Federal do Paraná,EFC,Escola de Florestas,NA
"EFC_Universidade Federal do Paraná, UFPR",EFC,"Universidade Federal do Paraná, UFPR",EFC,Escola de Florestas,NA
EFC_Universidade Federal do ParanÃ¡,EFC,Universidade Federal do ParanÃ¡,EFC,Escola de Florestas,NA
EFCC_EFCC,EFCC,EFCC,EFCC,Epping Forest Conservation Centre,NA
EFH_EFH,EFH,EFH,EFH,Forestry Commission,NA
EFHAAU_EFHAAU,EFHAAU,EFHAAU,EFHAAU,Anhui Agriculture University,NA
EFM_EFM,EFM,EFM,EFM,Epping Forest Museum,NA
EFSC_EFSC,EFSC,EFSC,EFSC,Eastern Florida State College,NA
EGE_EGE,EGE,EGE,EGE,Ege University,NA
EGH_EGH,EGH,EGH,EGH,University of Edinburgh,NA
EGHB_EGHB,EGHB,EGHB,EGHB,University of Edinburgh,NA
EGHF_EGHF,EGHF,EGHF,EGHF,University of Edinburgh,NA
EGR_EGR,EGR,EGR,EGR,Eszterhazy Karoly University of Applied Sciences,NA
EHCV_EHCV,EHCV,EHCV,EHCV,Emory and Henry College,NA
EHH_EHH,EHH,EHH,EHH,Université d'Etat d'Haiti,NA
EHHw_EHHw,EHHw,EHHw,EHHw,"Faculte d'Agronomie et de Medecine Veterinaire, Universite d'Etat d'Haiti",xylarium|not in IH
EIDM_EIDM,EIDM,EIDM,EIDM,EID Méditerranée,NA
EIF_EIF,EIF,EIF,EIF,Universidad de Chile,NA
EIFw_EIFw,EIFw,EIFw,EIFw,"Departamento de Ciencia y Tecnologia de la Madera, Facultad de Ciencias Forestales, Universidad de Chile",xylarium|not in IH
EIU_EIU,EIU,EIU,EIU,Eastern Illinois University,NA
EKAT_EKAT,EKAT,EKAT,EKAT,"Russian Academy of Sciences, Ural Branch: Institute Botanic Garden",NA
EKY_EKY,EKY,EKY,EKY,The Ronald L. Jones Herbarium,NA
ELE_ELE,ELE,ELE,ELE,University ISA,NA
ELH_ELH,ELH,ELH,ELH,"Bureau of Land Management, Eagle Lake Field Office",NA
ELKOFS_ELKOFS,ELKOFS,ELKOFS,ELKOFS,Humboldt-Toiyabe National Forest,NA
ELN_ELN,ELN,ELN,ELN,Elgin Museum,NA
ELON_ELON,ELON,ELON,ELON,Elon University,NA
ELRG_ELRG,ELRG,ELRG,ELRG,Central Washington University,NA
ELS_ELS,ELS,ELS,ELS,Aldenham School,NA
ELVE_ELVE,ELVE,ELVE,ELVE,National Station for Plant Breeding,NA
ELYFS_ELYFS,ELYFS,ELYFS,ELYFS,Humboldt-Toiyabe National Forest,NA
EM_EM,EM,EM,EM,Universidade Federal de Ouro Prêto,NA
EMA_EMA,EMA,EMA,EMA,Sichuan School of Chinese Materia Medica,NA
Floristic Databases MV - Higher Plants_EMAU,Floristic Databases MV - Higher Plants,EMAU,EMAU,NA,not in IH
EMAU_EMAU,EMAU,EMAU,EMAU,NA,not in IH
EMC_EMC,EMC,EMC,EMC,Eastern Michigan University,NA
EMMA_EMMA,EMMA,EMMA,EMMA,Universidad Politécnica de Madrid,NA
EMNH_EMNH,EMNH,EMNH,EMNH,"The Everhart Museum of Natural History, Science & Art",NA
ENAG_ENAG,ENAG,ENAG,ENAG,Universidad Nacional Agraría,NA
HERB_ENCB,HERB,ENCB,ENCB,Instituto Politécnico Nacional,NA
ENCB_ENCB,ENCB,ENCB,ENCB,Instituto Politécnico Nacional,NA
ENCB_ENCB-IPN,ENCB,ENCB-IPN,ENCB,Instituto Politécnico Nacional,NA
ENG_ENG,ENG,ENG,ENG,"Royal Holloway College, University of London",NA
ENHP_ENHP,ENHP,ENHP,ENHP,"Edmund Niles Huyck Preserve, Inc.",NA
ENLC_ENLC,ENLC,ENLC,ENLC,Eastern Nevada Landscape Coalition,NA
ENMU_ENMU,ENMU,ENMU,ENMU,Eastern New Mexico University Natural History Museum,NA
ENO_ENO,ENO,ENO,ENO,Eno River State Park,NA
ENS_ENS,ENS,ENS,ENS,Hubei College for Nationalities,NA
ENSA_ENSA,ENSA,ENSA,ENSA,Ecole Nationale Supérieure Agronomique,NA
ENSJ_ENSJ,ENSJ,ENSJ,ENSJ,Escuela Normal Superior de Jalisco,NA
ENT_ENT,ENT,ENT,ENT,Ministry of Natural Resources,NA
ENT_NHMO,ENT,NHMO,ENT,Ministry of Natural Resources,NA
EONJ_EONJ,EONJ,EONJ,EONJ,Upsala College,NA
EOSC_EOSC,EOSC,EOSC,EOSC,Eastern Oregon University,NA
EOSTS_EOSTS,EOSTS,EOSTS,EOSTS,"Official Seed Testing Station, Agricultural Scientific Services",NA
EOWL_EOWL,EOWL,EOWL,EOWL,Gorongosa National Park,NA
EPF_EPF,EPF,EPF,EPF,Espace Pierres Folles,NA
EPHR_EPHR,EPHR,EPHR,EPHR,Snow College,NA
EPL_EPL,EPL,EPL,EPL,Cornwall College,NA
EPM_EPM,EPM,EPM,EPM,Epsom College Museum,NA
EPU_EPU,EPU,EPU,EPU,Centre de Formation et de Recherche en Conservation Forestière,NA
ER_ER,ER,ER,ER,Universität Erlangen-Nürnberg,NA
HERB_ERA,HERB,ERA,ERA,Universidad Nacional de Entre Ríos,NA
ERA_ERA,ERA,ERA,ERA,Universidad Nacional de Entre Ríos,NA
ERBG_ERBG,ERBG,ERBG,ERBG,Eurobodalla Regional Botanic Garden,NA
ERCB_ERCB,ERCB,ERCB,ERCB,Yerevan State University,NA
ERCG_ERCG,ERCG,ERCG,ERCG,Jilin agriculture university,NA
ERCH_ERCH,ERCH,ERCH,ERCH,Erciyes University,NA
ERD_ERD,ERD,ERD,ERD,Enrique Rubio Domínguez Herbarium,NA
ERDC_ERDC,ERDC,ERDC,ERDC,U.S. Army Corps of Engineers,NA
ERE_ERE,ERE,ERE,ERE,Institute of Botany of the National Academy of Sciences of Armenia,NA
Herbarium ERE_ERE,Herbarium ERE,ERE,ERE,Institute of Botany of the National Academy of Sciences of Armenia,NA
EREM_EREM,EREM,EREM,EREM,Institute of Botany of the National Academy of Sciences of Armenia,NA
ERH_ERH,ERH,ERH,ERH,Borough of Erith Museum,NA
ERHM_ERHM,ERHM,ERHM,ERHM,Yerevan State University,NA
ERSK_ERSK,ERSK,ERSK,ERSK,Erskine College,NA
ERZ_ERZ,ERZ,ERZ,ERZ,Fürstin-Eugenie-Institut für Arzneipflanzenforschung,NA
HERB_ESA,HERB,ESA,ESA,Universidade de São Paulo,NA
ESA_ESA,ESA,ESA,ESA,Universidade de São Paulo,NA
ESA_ESALQ,ESA,ESALQ,ESA,Universidade de São Paulo,NA
"ESA_Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ",ESA,Universidade de São Paulo,NA
ESA_Universidade de SÃ£o Paulo,ESA,Universidade de SÃ£o Paulo,ESA,Universidade de São Paulo,NA
ESA_Universidade de São Paulo,ESA,Universidade de São Paulo,ESA,Universidade de São Paulo,NA
ESA_USP,ESA,USP,ESA,Universidade de São Paulo,NA
ESAL_ESAL,ESAL,ESAL,ESAL,Universidade Federal de Lavras,NA
ESAL_UFLA,ESAL,UFLA,ESAL,Universidade Federal de Lavras,NA
ESAw_ESAw,ESAw,ESAw,ESAw,"Curso de Engenharia Florestal, Escola Superior de Agricultura Luiz de Queiroz, Universidade de Sao Paulo",xylarium|not in IH
ESK_ESK,ESK,ESK,ESK,Seker Enstitüsü,NA
ESN_ESN,ESN,ESN,ESN,École des Sciences de Niamey,NA
ESNHS_ESNHS,ESNHS,ESNHS,ESNHS,Scottish Natural History Society,NA
ESS_ESS,ESS,ESS,ESS,University of Duisburg Essen,NA
ESSE_ESSE,ESSE,ESSE,ESSE,Anadolu University,NA
EST_EST,EST,EST,EST,NA,not in IH
EST_ETSI-UPM,EST,ETSI-UPM,EST,NA,not in IH
ETH_ETH,ETH,ETH,ETH,Addis Ababa University,NA
ETL_ETL,ETL,ETL,ETL,Lake Forest College,NA
ETNH_ETNH,ETNH,ETNH,ETNH,Jarvis Christian College,NA
ETON_ETON,ETON,ETON,ETON,Eton College Museum,NA
ETST_ETST,ETST,ETST,ETST,Texas A&M University,NA
ETSU_ETSU,ETSU,ETSU,ETSU,East Tennessee State University,NA
EU_EU,EU,EU,EU,Hubei University,NA
EUNP_EUNP,EUNP,EUNP,EUNP,Universidad Nacional de la Patagonia San Juan Bosco,NA
ALB_ALB,ALB,ALB,EURISCO,NA,not in IH (ex_situ_collection)
ARM_ARM,ARM,ARM,EURISCO,NA,not in IH (ex_situ_collection)
AUT_AUT,AUT,AUT,EURISCO,NA,not in IH (ex_situ_collection)
AZE_AZE,AZE,AZE,EURISCO,NA,not in IH (ex_situ_collection)
BGR_BGR,BGR,BGR,EURISCO,NA,not in IH (ex_situ_collection)
BLR_BLR,BLR,BLR,EURISCO,NA,not in IH (ex_situ_collection)
CHE_CHE,CHE,CHE,EURISCO,NA,not in IH (ex_situ_collection)
CZE_CZE,CZE,CZE,EURISCO,NA,not in IH (ex_situ_collection)
DEU_DEU,DEU,DEU,EURISCO,NA,not in IH (ex_situ_collection)
NGB_DNK,NGB,DNK,EURISCO,NA,not in IH (ex_situ_collection)
ESP_ESP,ESP,ESP,EURISCO,NA,not in IH (ex_situ_collection)
NGB_FIN,NGB,FIN,EURISCO,NA,not in IH (ex_situ_collection)
GBR_GBR,GBR,GBR,EURISCO,NA,not in IH (ex_situ_collection)
HRV_HRV,HRV,HRV,EURISCO,NA,not in IH (ex_situ_collection)
HUN_HUN,HUN,HUN,EURISCO,NA,not in IH (ex_situ_collection)
ITA_ITA,ITA,ITA,EURISCO,NA,not in IH (ex_situ_collection)
LVA_LVA,LVA,LVA,EURISCO,NA,not in IH (ex_situ_collection)
MKD_MKD,MKD,MKD,EURISCO,NA,not in IH (ex_situ_collection)
NLD_NLD,NLD,NLD,EURISCO,NA,not in IH (ex_situ_collection)
POL_POL,POL,POL,EURISCO,NA,not in IH (ex_situ_collection)
ROU_ROM,ROU,ROM,EURISCO,NA,not in IH (ex_situ_collection)
RUS_RUS,RUS,RUS,EURISCO,NA,not in IH (ex_situ_collection)
SVK_SVK,SVK,SVK,EURISCO,NA,not in IH (ex_situ_collection)
NGB_SWE,NGB,SWE,EURISCO,NA,not in IH (ex_situ_collection)
UKR_UKR,UKR,UKR,EURISCO,NA,not in IH (ex_situ_collection)
MNE_YUG,MNE,YUG,EURISCO,NA,not in IH (ex_situ_collection)
EVB_EVB,EVB,EVB,EVB,Universidade Federal da Integração Latino Americana,NA
EVB_UNILA,EVB,UNILA,EVB,Universidade Federal da Integração Latino Americana,NA
EVE_EVE,EVE,EVE,EVE,The Evergreen State College,NA
EVMU_EVMU,EVMU,EVMU,EVMU,Everhart Museum,NA
EWH_EWH,EWH,EWH,EWH,Ewha Womans University,NA
EWM_EWM,EWM,EWM,EWM,Elizabeth Winston Mize Herbarium,NA
EWU_EWU,EWU,EWU,EWU,Eastern Washington University,NA
Vascular_EWU,Vascular,EWU,EWU,Eastern Washington University,NA
EXN_EXN,EXN,EXN,EXN,Exton Hall,NA
EXR_EXR,EXR,EXR,EXR,University of Exeter,NA
Botany_F,Botany,F,F,Field Museum of Natural History,NA
Field Museum of Natural History_F,Field Museum of Natural History,F,F,Field Museum of Natural History,NA
HERB_F,HERB,F,F,Field Museum of Natural History,NA
F_F,F,F,F,Field Museum of Natural History,NA
F_BOTANY_BR_F,F_BOTANY_BR,F,F,Field Museum of Natural History,NA
FMNH-SEEDPLANTS_F,FMNH-SEEDPLANTS,F,F,Field Museum of Natural History,NA
FMNH-Bryophytes_F,FMNH-Bryophytes,F,F,Field Museum of Natural History,NA
FMNH-Fungi_F,FMNH-Fungi,F,F,Field Museum of Natural History,NA
FMNH-Lichens_F,FMNH-Lichens,F,F,Field Museum of Natural History,NA
FMNH-Pteridophytes_F,FMNH-Pteridophytes,F,F,Field Museum of Natural History,NA
F-SEEDPLANTS_F,F-SEEDPLANTS,F,F,Field Museum of Natural History,NA
F-PTERIDOPHYTES_F,F-PTERIDOPHYTES,F,F,Field Museum of Natural History,NA
F_F_BOTANY,F,F_BOTANY,F,Field Museum of Natural History,NA
F_F_BOTANY_BR,F,F_BOTANY_BR,F,Field Museum of Natural History,NA
F_FMNH,F,FMNH,F,Field Museum of Natural History,NA
F_MNHN,F,MNHN,F,Field Museum of Natural History,NA
FAA_FAA,FAA,FAA,FAA,Universidad Nacional del Centro de la Provincia de Buenos Aires,NA
FABR_FABR,FABR,FABR,FABR,Harmas de J. H. Fabre,NA
