order,collection.string,collectioncode.gbif,institutioncode.gbif,name,rightsholder,index.herbariorum.or.working.code,organization,branch,department,section,OBS
1971,EAP_NA,EAP,NA,NA,NA,EAP,Escuela Agrícola Panamericana,NA,NA,Herbario Paul C. Standley,
1972,EAR_NA,EAR,NA,NA,NA,EAR,Earlham College,NA,Biology Department,Herbarium,
1973,EBA_NA,EBA,NA,NA,NA,EBA,Edinburgh Academy Field Centre,NA,NA,Herbarium,
1974,EBE_NA,EBE,NA,NA,NA,EBE,Eastbourne Museum,NA,NA,Herbarium,
1975,EBF_NA,EBF,NA,NA,NA,EBF,Hubei Forestry Institute,NA,NA,Dendrological Herbarium,
1976,EBH_NA,EBH,NA,NA,NA,EBH,Botanical Society of Edinburgh,NA,NA,Herbarium,
1977,EBL_NA,EBL,NA,NA,NA,EBL,Ecosystem Research and Development Bureau,College of Forestry and Natural Resources,NA,ERDB Botany Laboratory and Herbarium,
1978,EBNHS_NA,EBNHS,NA,NA,NA,EBNHS,Edinburgh Natural History Society,NA,NA,Herbarium,
1979,EBV_NA,EBV,NA,NA,NA,EBV,Laboratoire de Biologie Générale et de Botanique,NA,NA,Herbier,
1980,ECH_NA,ECH,NA,NA,NA,ECH,Elmira College,Division of Math and Natural Sciences,NA,Herbarium,
1981,ECK_NA,ECK,NA,NA,NA,ECK,Buffalo State College,NA,Biology Department,Eckert Herbarium,
1982,ECM_NA,ECM,NA,NA,NA,ECM,Hubei College of Traditional Chinese Medicine,NA,Department of Chinese Materia Medica,Herbarium,
1983,ECOT_NA,ECOT,NA,NA,NA,ECOT,EcoTarium d.b.a. Worcester Historical Museum,NA,NA,EcoTarium,
1984,ECSC_NA,ECSC,NA,NA,NA,ECSC,East Central University,NA,Biology Department,Herbarium,
1985,ECT_NA,ECT,NA,NA,NA,ECT,Embrapa,Embrapa Clima Temperado,Recursos Genéticos,Herbário,
1986,ECU_NA,ECU,NA,NA,NA,ECU,Edith Cowan University,NA,School of Science,The Robert Brown Herbarium,
1987,ECUAMZ_NA,ECUAMZ,NA,NA,NA,ECUAMZ,Universidad Estatal Amazónica,NA,NA,Herbario Amazónico del Ecuador,
1988,ECUH_NA,ECUH,NA,NA,NA,ECUH,East Carolina University,NA,Department of Biology,Herbarium,
1989,ECWP_NA,ECWP,NA,NA,NA,ECWP,Emirates Centre for Wildlife Propagation,NA,NA,Laboratoire de botanique,
1990,EDC_NA,EDC,NA,NA,NA,EDC,Hubei Institute for Drug Control,NA,NA,Herbarium,
1991,EDH_NA,EDH,NA,NA,NA,EDH,Plinian Society,NA,NA,Herbarium,
1992,EDTU_NA,EDTU,NA,NA,NA,EDTU,Trakya Üniversitesi,Department of Biology,Faculty of Science,Herbarium,
1993,EFH_NA,EFH,NA,NA,NA,EFH,Forestry Commission,NA,NA,Enugu Forest Herbarium,
1994,EFM_NA,EFM,NA,NA,NA,EFM,Epping Forest Museum,Conservators of Epping Forest,Corporation of London,Herbarium,
1995,EGE_NA,EGE,NA,NA,NA,EGE,Ege University,Botanic Garden and Herbarium Research and Application Center,NA,Herbaryum,
1996,EGH_NA,EGH,NA,NA,NA,EGH,University of Edinburgh,NA,NA,Herbarium,
1997,EGHB_NA,EGHB,NA,NA,NA,EGHB,University of Edinburgh,Division of Biological Sciences,NA,Herbarium,
1998,EGHF_NA,EGHF,NA,NA,NA,EGHF,University of Edinburgh,NA,Forestry and Natural Resources Department,Herbarium,
1999,EGR_NA,EGR,NA,NA,NA,EGR,Eszterhazy Karoly University of Applied Sciences,NA,NA,Herbarium,
2000,EHCV_NA,EHCV,NA,NA,NA,EHCV,Emory and Henry College,NA,Biology Department,Herbarium,
2001,EHH_NA,EHH,NA,NA,NA,EHH,Université d'Etat d'Haiti,Faculté d'Agronomie et de Médecine Vétérinaire,NA,Herbier National E. L. Ekman,
2002,EIDM_NA,EIDM,NA,NA,NA,EIDM,EID Méditerranée,NA,NA,NA,
2003,EIF_NA,EIF,NA,NA,NA,EIF,Universidad de Chile,Facultad de Ciencias Forestales y de la Conservación de la Naturaleza,Departamento de Silvicultura y Conservación de la Naturaleza,Herbario,
2004,EIU_NA,EIU,NA,NA,NA,EIU,Eastern Illinois University,NA,Biological Sciences Department,Stover-Ebinger Herbarium,
2005,EKY_NA,EKY,NA,NA,NA,EKY,The Ronald L. Jones Herbarium,NA,Biological Sciences Department,The Ronald L. Jones Herbarium,
2006,ELH_NA,ELH,NA,NA,NA,ELH,"Bureau of Land Management, Eagle Lake Field Office",NA,NA,BLM Eagle Lake Herbarium,
2007,ELN_NA,ELN,NA,NA,NA,ELN,Elgin Museum,Moray Society,NA,Herbarium,
2008,ELRG_NA,ELRG,NA,NA,NA,ELRG,Central Washington University,NA,Biological Sciences Department,Herbarium,
2009,ELS_NA,ELS,NA,NA,NA,ELS,Aldenham School,NA,Biology Department,Herbarium,
2010,ELVE_NA,ELVE,NA,NA,NA,ELVE,National Station for Plant Breeding,Laboratory of Phytosystematics and Ecology,NA,Herbarium,
2011,EM_NA,EM,NA,NA,NA,EM,Universidade Federal de Ouro Prêto,Escola de Minas,NA,Herbário,
2012,EMA_NA,EMA,NA,NA,NA,EMA,Sichuan School of Chinese Materia Medica,NA,NA,Herbarium,
2013,EMC_NA,EMC,NA,NA,NA,EMC,Eastern Michigan University,NA,Biology Department,Herbarium,
2014,EMNH_NA,EMNH,NA,NA,NA,EMNH,"The Everhart Museum of Natural History, Science & Art",NA,NA,Alfred Twining Herbarium,
2015,ENAG_NA,ENAG,NA,NA,NA,ENAG,Universidad Nacional Agraría,NA,Departamento de Ciencias Básicas,Herbario,
2016,ENG_NA,ENG,NA,NA,NA,ENG,"Royal Holloway College, University of London",School of Biological Sciences,NA,Herbarium,
2017,ENLC_NA,ENLC,NA,NA,NA,ENLC,Eastern Nevada Landscape Coalition,NA,NA,Herbarium,
2018,ENMU_NA,ENMU,NA,NA,NA,ENMU,Eastern New Mexico University Natural History Museum,NA,NA,Herbarium,
2019,ENS_NA,ENS,NA,NA,NA,ENS,Hubei College for Nationalities,NA,Forestry Department,Dendrological Herbarium,
2020,ENSA_NA,ENSA,NA,NA,NA,ENSA,Ecole Nationale Supérieure Agronomique,NA,NA,Herbarium,
2021,ENSJ_NA,ENSJ,NA,NA,NA,ENSJ,Escuela Normal Superior de Jalisco,Ciencias Naturales,NA,Herbario,
2022,EONJ_NA,EONJ,NA,NA,NA,EONJ,Upsala College,NA,Biology Department,Herbarium,
2023,EOSC_NA,EOSC,NA,NA,NA,EOSC,Eastern Oregon University,NA,Biology Department,Herbarium,
2024,EOSTS_NA,EOSTS,NA,NA,NA,EOSTS,"Official Seed Testing Station, Agricultural Scientific Services",NA,Department of Agriculture and Fisheries for Scotland,Herbarium,
2025,EPF_NA,EPF,NA,NA,NA,EPF,Espace Pierres Folles,Jardin Botanique,NA,Herbarium,
2026,EPHR_NA,EPHR,NA,NA,NA,EPHR,Snow College,NA,Biology Department,Herbarium,
2027,EPM_NA,EPM,NA,NA,NA,EPM,Epsom College Museum,NA,NA,Herbarium,
2028,EPU_NA,EPU,NA,NA,NA,EPU,Centre de Formation et de Recherche en Conservation Forestière,Institut Congolais pour la Conservation de la Nature,NA,Herbarium,
2029,ERBG_NA,ERBG,NA,NA,NA,ERBG,Eurobodalla Regional Botanic Garden,NA,NA,Wallace Herbarium,
2030,ERCB_NA,ERCB,NA,NA,NA,ERCB,Yerevan State University,Faculty of Biology,Department of Botany and Mycology,Phanerogamic Herbarium,
2031,ERCG_NA,ERCG,NA,NA,NA,ERCG,Jilin agriculture university,NA,NA,Engineered Research Center of Ginseng,
2032,ERCH_NA,ERCH,NA,NA,NA,ERCH,Erciyes University,Faculty of Science,Department of Biology,Herbarium,
2033,ERD_NA,ERD,NA,NA,NA,ERD,Enrique Rubio Domínguez Herbarium,NA,NA,NA,
2034,ERE_NA,ERE,NA,NA,NA,ERE,Institute of Botany of the National Academy of Sciences of Armenia,NA,Department of Plant Taxonomy and Geography,Herbarium,
2035,EREM_NA,EREM,NA,NA,NA,EREM,Institute of Botany of the National Academy of Sciences of Armenia,NA,Mycology Department,Herbarium,
2036,ERH_NA,ERH,NA,NA,NA,ERH,Borough of Erith Museum,NA,NA,Herbarium,
2037,ERHM_NA,ERHM,NA,NA,NA,ERHM,Yerevan State University,NA,Botany Department,Cryptogamic Herbarium,
2038,ERZ_NA,ERZ,NA,NA,NA,ERZ,Fürstin-Eugenie-Institut für Arzneipflanzenforschung,NA,NA,Herbarium,
2039,ESAL_NA,ESAL,NA,NA,NA,ESAL,Universidade Federal de Lavras,NA,Departamento de Biologia,Herbário,
2040,ESK_NA,ESK,NA,NA,NA,ESK,Seker Enstitüsü,Türkiye Seker Fabrikalari A. S.,NA,Herbarium,
2041,ESN_NA,ESN,NA,NA,NA,ESN,École des Sciences de Niamey,Laboratoire de Biologie Végétale,NA,Herbier,
2042,ESNHS_NA,ESNHS,NA,NA,NA,ESNHS,Scottish Natural History Society,NA,NA,Herbarium,
2043,ESS_NA,ESS,NA,NA,NA,ESS,University of Duisburg Essen,Faktultät für Biologie,NA,Herbarium,
2044,ESSE_NA,ESSE,NA,NA,NA,ESSE,Anadolu University,Faculty of Pharmacy,NA,Herbarium,
2045,ETH_NA,ETH,NA,NA,NA,ETH,Addis Ababa University,"Management, College of Natural Sciences",Department of Plant Biology and Biodiversity,The National Herbarium,
2046,ETL_NA,ETL,NA,NA,NA,ETL,Lake Forest College,NA,NA,Elizabeth Teter Lunn Herbarium,
2047,ETNH_NA,ETNH,NA,NA,NA,ETNH,Jarvis Christian College,NA,East Texas Natural History Collection,Herbarium,
2048,ETON_NA,ETON,NA,NA,NA,ETON,Eton College Museum,NA,NA,Hincks Herbarium,
2049,ETST_NA,ETST,NA,NA,NA,ETST,Texas A&M University,NA,Biology Department,Herbarium,
2050,ETSU_NA,ETSU,NA,NA,NA,ETSU,East Tennessee State University,NA,Dept. of Biological Sciences,John C. Warden Herbarium,
2051,EU_NA,EU,NA,NA,NA,EU,Hubei University,NA,Biology Department,Herbarium,
2052,EVE_NA,EVE,NA,NA,NA,EVE,The Evergreen State College,NA,NA,Evergreen Herbarium,
2053,EVMU_NA,EVMU,NA,NA,NA,EVMU,Everhart Museum,NA,Natural History Department,Herbarium,
2054,EWH_NA,EWH,NA,NA,NA,EWH,Ewha Womans University,Natural History Museum,NA,Herbarium,
2055,EWM_NA,EWM,NA,NA,NA,EWM,Elizabeth Winston Mize Herbarium,NA,NA,NA,
2056,EWU_NA,EWU,NA,NA,NA,EWU,Eastern Washington University,NA,Biology,Herbarium,
2057,EXN_NA,EXN,NA,NA,NA,EXN,Exton Hall,NA,NA,Herbarium,
2058,EXR_NA,EXR,NA,NA,NA,EXR,University of Exeter,Hatherly Biological Laboratories,Biological Sciences Department,Herbarium,
2059,FAA_NA,FAA,NA,NA,NA,FAA,Universidad Nacional del Centro de la Provincia de Buenos Aires,Facultad de Agronomía,NA,Herbarium,
2060,FABR_NA,FABR,NA,NA,NA,FABR,Harmas de J. H. Fabre,NA,NA,Herbier de J. H. Fabre,
2061,FAN_NA,FAN,NA,NA,NA,FAN,Museum of Fanjingshan National Nature Reserve,NA,NA,Herbarium,
2062,FAR_NA,FAR,NA,NA,NA,FAR,Kharazmi University,Faculty of Biological Sciences,Department of Plant Biology,Farabi Herbarium,
2063,FARM_NA,FARM,NA,NA,NA,FARM,Longwood University,NA,Department of Biological and Environmental Science,Harvill-Stevens Herbarium,
2064,FAU_NA,FAU,NA,NA,NA,FAU,Florida Atlantic University,NA,Biological Sciences Department,Herbarium,
2065,FB_NA,FB,NA,NA,NA,FB,Albert-Ludwigs Universität,Lehrstuhl für Geobotanik,Institut für Biologie II,Herbarium Freiburg FB,
2066,FBA_NA,FBA,NA,NA,NA,FBA,Freshwater Biological Association,NA,NA,Herbarium,
2067,FBC_NA,FBC,NA,NA,NA,FBC,"University of Sierra Leone, Fourah Bay College",NA,Botany Department,Herbarium,
2068,FBCS_NA,FBCS,NA,NA,NA,FBCS,Universidad Autónoma de Baja California Sur,Area de Ciencias del Mar,Museo de Historia Natural,Herbario Ficológico,
2069,FBMN_NA,FBMN,NA,NA,NA,FBMN,Museum für Naturkunde,NA,NA,Herbarium,
2070,FCP_NA,FCP,NA,NA,NA,FCP,Fergusson College,NA,Botany Department,Herbarium,
2071,FCU_NA,FCU,NA,NA,NA,FCU,Fukien Christian University,NA,NA,Herbarium,
2072,FDG_NA,FDG,NA,NA,NA,FDG,Guyana Forestry Commission,NA,NA,Jonah Boyan Herbarium,
2073,FDLW_NA,FDLW,NA,NA,NA,FDLW,University of Wisconsin Center,NA,Biology Department,Herbarium,
2074,FEN_NA,FEN,NA,NA,NA,FEN,"Lycée Félix Esclangon, Région PACA",NA,NA,Herbier G. Fenoul,
2075,FER_NA,FER,NA,NA,NA,FER,Università degli Studi di Ferrara,NA,NA,Orto Botanico ed Erbario,
2076,FEUH_NA,FEUH,NA,NA,NA,FEUH,"Far Eastern University, Manila",Institute of Arts and Sciences,Biological Sciences,Far Eastern University Herbarium,
2077,FFB_NA,FFB,NA,NA,NA,FFB,"Atlantic Forestry Centre, Canadian Forest Service",Natural Resources Canada,NA,Mycological Herbarium,
2078,FFBNM_NA,FFBNM,NA,NA,NA,FFBNM,Florissant Fossil Beds National Monument,NA,NA,Herbarium,
2079,FFCL_NA,FFCL,NA,NA,NA,FFCL,Fundacion Fungi,NA,NA,Fungi Foundation Fungarium,
2080,FFR_NA,FFR,NA,NA,NA,FFR,"Forfar Museum and Art Gallery, Meffan Institute",Angus District Council,NA,Herbarium,
2081,FFS_NA,FFS,NA,NA,NA,FFS,University of Stellenbosch,Faculty of Forestry,NA,Williams Herbarium,
2082,FGC_NA,FGC,NA,NA,NA,FGC,"Grassland Research Institute, Chinese Academy of Agricultural Sciences",NA,NA,Forage Herbarium,
2083,FH_NA,FH,NA,NA,NA,FH,Harvard University,NA,NA,Farlow Reference Library and Herbarium of Cryptogamic Botany,
2084,NA_FHI,NA,FHI,NA,NA,FHI,Forestry Research Institute of Nigeria,NA,NA,Forestry Herbarium,
2085,NA_Forest Herbarium Ibadan (FHI),NA,Forest Herbarium Ibadan (FHI),NA,NA,FHI,Forestry Research Institute of Nigeria,NA,NA,Forestry Herbarium,
2086,FHK_NA,FHK,NA,NA,NA,FHK,Divisional Forest Office,Forestry Research Office,Department of Forestry,Kenema Forestry Herbarium,
2087,FHKSC_NA,FHKSC,NA,NA,NA,FHKSC,Fort Hays State University,Sternberg Museum of Natural History,NA,Elam Bartholomew Herbarium,
2088,FHL_NA,FHL,NA,NA,NA,FHL,"Friday Harbor Laboratories, University of Washington",NA,NA,Herbarium,
2089,FIAF_NA,FIAF,NA,NA,NA,FIAF,Università degli Studi di Firenze,Laboratori di Botanica Agraria e Forestale,Dipartimento di Biologia Vegetale,Erbario,
2090,FINH_NA,FINH,NA,NA,NA,FINH,The Falkland Islands National Herbarium,NA,NA,NA,
2091,FIPF_NA,FIPF,NA,NA,NA,FIPF,Università di Firenze,Istituto di Patologia e Zoologia Forestale e Agraria,NA,Erbario,
2092,FIPIA_NA,FIPIA,NA,NA,NA,FIPIA,Institut Teknologi Bandung,NA,School of Life Sciences and Technology,Herbarium Bandungense,
2093,FJFC_NA,FJFC,NA,NA,NA,FJFC,Fujian Forestry College,NA,NA,Dendrological Herbarium,
2094,FJSI_NA,FJSI,NA,NA,NA,FJSI,Fujian Institute of Subtropical Botany,Laboratory of Phytotaxonomy,NA,Herbarium,
2095,FKE_NA,FKE,NA,NA,NA,FKE,Folk Museum,Kent County Council,NA,Herbarium,
2096,FKEN_NA,FKEN,NA,NA,NA,FKEN,Folkestone Natural History Society,NA,NA,Herbarium,
2097,FLD_NA,FLD,NA,NA,NA,FLD,Fort Lewis College,NA,Biology Department,Herbarium,
2098,FLH_NA,FLH,NA,NA,NA,FLH,Finger Lakes Community College,NA,NA,Herbarium,
2099,FLK_NA,FLK,NA,NA,NA,FLK,Falkirk District Council Museum,NA,NA,Herbarium,
2100,FLSP_NA,FLSP,NA,NA,NA,FLSP,Oscar Scherer State Park,"Florida Park Service, District 4",NA,Herbarium,
2101,FMC_NA,FMC,NA,NA,NA,FMC,North Museum of Natural History and Science,NA,NA,Herbarium,
2102,FMH_NA,FMH,NA,NA,NA,FMH,Goddard College,Natural History Museum,NA,N. F. Flynn Memorial Herbarium,
2103,FMM_NA,FMM,NA,NA,NA,FMM,Muzeum Beskyd,NA,NA,Herbarium,
2104,FMP_NA,FMP,NA,NA,NA,FMP,Fujian Academy of Traditional Chinese Medicine and Pharmacology,NA,NA,Medicinal Herbarium,
2105,FMUH_NA,FMUH,NA,NA,NA,FMUH,Francis Marion University,NA,Biology Department,Herbarium,
2106,FNFR_NA,FNFR,NA,NA,NA,FNFR,"Fishlake National Forest, USDA Forest Service",NA,NA,Herbarium,
2107,FNLO_NA,FNLO,NA,NA,NA,FNLO,Fremont National Forest,NA,NA,Herbarium,
2108,FNM_NA,FNM,NA,NA,NA,FNM,Natuurmuseum Fryslân,NA,NA,Herbarium,
2109,FNPS_NA,FNPS,NA,NA,NA,FNPS,"South Florida Collections Management Center, Everglades National Park",NA,NA,Herbarium,
2110,FNU_NA,FNU,NA,NA,NA,FNU,Fujian Normal University,Bioengineering College,NA,Herbarium,
2111,FOF_NA,FOF,NA,NA,NA,FOF,National University of Laos,Dongdok campus,NA,Herbarium of Faculty of Forestry,
2112,FOR_NA,FOR,NA,NA,NA,FOR,Forssa Museum of Natural History,NA,NA,Herbarium,
2113,FPDB_NA,FPDB,NA,NA,NA,FPDB,Universidad de Puerto Rico,Ficoteca Puertorriqueña,Departamento de Ciencias Marinas,Herbario,
2114,FPF_NA,FPF,NA,NA,NA,FPF,"Rocky Mountain Research Station, USDA Forest Service",NA,NA,Forest Pathology Herbarium,
2115,FPI_NA,FPI,NA,NA,NA,FPI,"Faculty of Pharmacy, O.A.U",Faculty of Pharmacy,Department of Pharmacognosy,Medicinal Plant Herbarium,
2116,FPRL_NA,FPRL,NA,NA,NA,FPRL,Building Research Establishment,Centre for Timber Technology and Construction,NA,Xylarium,
2117,FQH_NA,FQH,NA,NA,NA,FQH,Fort Qu'Appelle Herbarium,NA,NA,Herbarium,
2118,FRC_NA,FRC,NA,NA,NA,FRC,Institute of Forest Genetics and Tree Breeding,Division of Forest Ecology and Climate Change,NA,Fischer Herbarium,
2119,FRI_NA,FRI,NA,NA,NA,FRI,Commonwealth Scientific and Industrial Research Organization (CSIRO),Division of Forestry and Forest Products,NA,Australian National Herbarium,
2120,FRLH_NA,FRLH,NA,NA,NA,FRLH,Foundation for Revitalisation of Local Health Traditions,NA,Research Department,Herbarium,
2121,FRP_NA,FRP,NA,NA,NA,FRP,Palmengarten,NA,NA,Herbarium,
2122,FRS_NA,FRS,NA,NA,NA,FRS,Falconer Museum,Moray Council Museums Service,NA,Herbarium,
2123,FRU_NA,FRU,NA,NA,NA,FRU,Institute for Biology of National Academy of Sci.,NA,NA,Herbarium,
2124,FSC_NA,FSC,NA,NA,NA,FSC,California State University,NA,Biology Department,Herbarium,
2125,FSCL_NA,FSCL,NA,NA,NA,FSCL,Florida Southern College,NA,Biology Department,Herbarium,
2126,FSLF_NA,FSLF,NA,NA,NA,FSLF,Rocky Mountain Forest and Range Experiment Station,NA,NA,Herbarium,
2127,FSSR_NA,FSSR,NA,NA,NA,FSSR,"Forest Service, USDA",NA,Biological and Physical Resources Unit,Herbarium,
2128,FSU_NA,FSU,NA,NA,NA,FSU,Florida State University,NA,Department of Biological Science,R. K. Godfrey Herbarium,
2129,FT_NA,FT,NA,NA,NA,FT,"Centro Studi Erbario Tropicale, Università degli Studi di Firenze",NA,NA,Erbario,
2130,FTOH_NA,FTOH,NA,NA,NA,FTOH,"Forestry Training Institute, Olmotonyi",NA,NA,Forestry Training Herbarium,
2131,FTS_NA,FTS,NA,NA,NA,FTS,Fuzhou Teachers College,NA,Biology Department,Herbarium,
2132,FTU_NA,FTU,NA,NA,NA,FTU,University of Central Florida,NA,Biology Department,Herbarium,
2133,FUGR_NA,FUGR,NA,NA,NA,FUGR,Furman University,NA,Biology Department,Herbarium,
2134,FUH_NA,FUH,NA,NA,NA,FUH,Firat Üniversitesi,Fen-Edebiyat Fakültesi,NA,Herbaryumu,
2135,FUK_NA,FUK,NA,NA,NA,FUK,Fukui Botanical Garden,NA,NA,NA,
2136,FUMH_NA,FUMH,NA,NA,NA,FUMH,Ferdowsi University of Mashhad,Research Center for Plant Sciences,Department of Botany,Herbarium,
2137,FUS_NA,FUS,NA,NA,NA,FUS,Fudan University,School of Life Sciences,Biology Department,Herbarium,
2138,FVCC_NA,FVCC,NA,NA,NA,FVCC,Flathead Valley Community College,NA,Biology Department,Herbarium,
2139,FW_NA,FW,NA,NA,NA,FW,Texas Christian University,NA,Biology Department,Albert Ruth Herbarium,
2140,FWM_NA,FWM,NA,NA,NA,FWM,Fort Worth Museum of Science and History,NA,Science Department,Herbarium,
2141,FWVA_NA,FWVA,NA,NA,NA,FWVA,Fairmont State University,NA,Biology Department,Herbarium,
2142,GA_NA,GA,NA,NA,NA,GA,University of Georgia,NA,Plant Biology Department,Herbarium,
2143,GAB_NA,GAB,NA,NA,NA,GAB,"National Museum, Monuments, and Art Gallery",NA,NA,National Herbarium,
2144,GAC_NA,GAC,NA,NA,NA,GAC,Guangxi Agricultural University,NA,Forestry Department,Forestry Herbarium,
2145,GACP_NA,GACP,NA,NA,NA,GACP,Guizhou Agricultural College,NA,Department of Plant Protection,Herbarium,
2146,GADI_NA,GADI,NA,NA,NA,GADI,Grootfontein Agricultural Development Institute,NA,NA,Herbarium,
2147,GAES_NA,GAES,NA,NA,NA,GAES,Georgia Agricultural Experiment Station,NA,NA,Herbarium,
2148,GAFS_NA,GAFS,NA,NA,NA,GAFS,Ganzhou Forestry School,NA,NA,Dendrological Herbarium,
2149,GAI_NA,GAI,NA,NA,NA,GAI,Folk Museum,NA,NA,Herbarium,
2150,GALW_NA,GALW,NA,NA,NA,GALW,"National University of Ireland, Galway",NA,"Botany and Plant Science, and Ryan institute",Herbarium,
2151,GAM_NA,GAM,NA,NA,NA,GAM,University of Georgia,Georgia Museum of Natural History,NA,Julian H. Miller Mycological Herbarium,
2152,GARIN_NA,GARIN,NA,NA,NA,GARIN,I. N. Garin Society for Studying of the Flora of the Yaroslavl oblast,NA,NA,Herbarium,
2153,GAS_NA,GAS,NA,NA,NA,GAS,Georgia Southern University,NA,Department of Biology,Herbarium,
2154,GAUA_NA,GAUA,NA,NA,NA,GAUA,Guangxi University,Agriculture College,NA,Herbarium,
2155,GAUBA_NA,GAUBA,NA,NA,NA,GAUBA,Australian National University,"School of Life Sciences, Faculty of Science",Division of Botany and Zoology,Gauba Herbarium,
2156,GAUF_NA,GAUF,NA,NA,NA,GAUF,Gansu Agricultural University,College of Forestry,NA,Dendrological Herbarium,
2157,GAW_NA,GAW,NA,NA,NA,GAW,Eastern Botanical Society of Glasgow,NA,NA,Herbarium,
2158,GAZI_NA,GAZI,NA,NA,NA,GAZI,Gazi University,Science Faculty,Biology,GAZI,
2159,GBY_NA,GBY,NA,NA,NA,GBY,Grimsby Arts and Natural History,NA,NA,Herbarium,
2160,GC_NA,GC,NA,NA,NA,GC,University of Ghana,NA,Botany Department,Ghana Herbarium,
2161,GCM_NA,GCM,NA,NA,NA,GCM,University College of Ghana,NA,NA,Ghana Mycological Herbarium,
2162,GCNP_NA,GCNP,NA,NA,NA,GCNP,"Grand Canyon National Park, U.S. Department of the Interior, National Park Service",NA,NA,Museum Collection Herbarium,
2163,GCSU_NA,GCSU,NA,NA,NA,GCSU,Georgia College and State University,NA,NA,Herbarium,
2164,GCU_NA,GCU,NA,NA,NA,GCU,Gachon University,NA,Department of Life Sciences,Gachon University Herbarium,
2165,GCUSAH_NA,GCUSAH,NA,NA,NA,GCUSAH,"GC University, Lahore",Life Sciences,Botany,Dr. Sultan Ahmad Herbarium,
2166,GDAC_NA,GDAC,NA,NA,NA,GDAC,Universidad de Granada,Facultad de Ciencias,"Departamento de Biología Vegetal, Botánica",Herbario,
2167,GDB_NA,GDB,NA,NA,NA,GDB,Herbarium,NA,NA,NA,
2168,GDGM_NA,GDGM,NA,NA,NA,GDGM,"Guangdong Institute of Microbiology, Guangdong Academy of Sciences.",NA,NA,Macrofungi Herbarium,
2169,GDMA_NA,GDMA,NA,NA,NA,GDMA,Medical University of Gdansk,NA,Department of Biology and Pharmaceutical Botany,Herbarium,
2170,GDMM_NA,GDMM,NA,NA,NA,GDMM,Guangdong Institute of Chinese Materia Medica,NA,NA,Medical Herbarium,
2171,GDMP_NA,GDMP,NA,NA,NA,GDMP,Guangdong Medical and Pharmaceutical College,NA,Pharmacy Department,Medicinal Herbarium,
2172,GDOR_NA,GDOR,NA,NA,NA,GDOR,Museo Civico di Storia Naturale Giacomo Doria,NA,NA,Erbario,
2173,GE_NA,GE,NA,NA,NA,GE,Università degli Studi di Genova,NA,"Dipartimento di Scienze della Terra, dell'Ambiente e della Vita (DISTAV)",Herbarium Universitatis Genuensis,
2174,NA_GENT,NA,GENT,NA,NA,GENT,Ghent University,NA,Department of Biology,Herbarium,
2175,GEO_NA,GEO,NA,NA,NA,GEO,Emory University,NA,Biology Department,Herbarium,
2176,GES_NA,GES,NA,NA,NA,GES,Gesneriad Research Foundation,NA,NA,Herbarium,
2177,GESU_NA,GESU,NA,NA,NA,GESU,State University of New York,NA,Biology Department,Herbarium,
2178,GF_NA,GF,NA,NA,NA,GF,Guizhou Academy of Forestry,NA,NA,Dendrological Herbarium,
2179,GFC_NA,GFC,NA,NA,NA,GFC,University of Great Falls,NA,Biology Department,The Tu-Hi Hong and Pum-Hi Hong Herbarium,
2180,GFJP_NA,GFJP,NA,NA,NA,GFJP,Faculdade Redentor,NA,NA,Herbário Guido F. J. Pabst,
2181,GFND_NA,GFND,NA,NA,NA,GFND,University of North Dakota,NA,Biology Department,Herbarium,
2182,GFS_NA,GFS,NA,NA,NA,GFS,Guizhou Forestry School,NA,NA,Dendrological Herbarium,
2183,GFT_NA,GFT,NA,NA,NA,GFT,Grumeti Fund Tanzania,NA,NA,Grumeti Fund Field Herbarium,
2184,GFW_NA,GFW,NA,NA,NA,GFW,Ernst-Moritz-Arndt-Universität,NA,Botanisches Institut und Botanischer Garten,Herbarium,
2185,GGB_NA,GGB,NA,NA,NA,GGB,Gesneriad Gardens,NA,NA,Herbarium,
2186,GGO_NA,GGO,NA,NA,NA,GGO,University of Strathclyde,NA,Biology Department,Herbarium,
2187,GGW_NA,GGW,NA,NA,NA,GGW,Botanical Society of Glasgow,NA,NA,Herbarium,
2188,GHD_NA,GHD,NA,NA,NA,GHD,Shipley Art Gallery and Saltwell Tower Museum,Tyne and Wear County Council,NA,Herbarium,
2189,GHPG_NA,GHPG,NA,NA,NA,GHPG,Harold Porter National Botanical Garden,NA,NA,Herbarium,
2190,GHS_NA,GHS,NA,NA,NA,GHS,George Heriot's School,NA,Biology Department,Herbarium,
